promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition
1128,Acquisition_Fixed_Amount_1128,Fixed_Amount,54.67,58.02,2025-05-12 23:06:38.129184,2025-07-06 23:06:38.129184,55,Medium_Value,Website_Banner,Acquisition,,0.07,41973.35,26.69
1129,Cross_Sell_Free_Shipping_1129,Free_Shipping,0.0,69.63,2025-06-20 10:26:53.409824,2025-07-10 10:26:53.409824,20,New_Customer,Push,Cross_Sell,Books,0.22,24309.24,6.94
1130,Reactivation_BOGO_1130,BOGO,0.0,78.47,2025-04-16 15:56:42.725584,2025-06-11 15:56:42.725584,56,New_Customer,Social,Reactivation,Sports,0.165,48647.14,5.25
1131,Cross_Sell_BOGO_1131,BOGO,0.0,49.57,2024-07-13 20:53:34.501022,2024-07-20 20:53:34.501022,7,All_Customers,Social,Cross_Sell,,0.06,36785.31,34.74
1132,Reactivation_Free_Shipping_1132,Free_Shipping,0.0,,2024-11-06 10:37:45.852505,2024-12-12 10:37:45.852505,36,New_Customer,Email,Reactivation,Home,0.229,11092.9,22.95
1133,Retention_Free_Shipping_1133,Free_Shipping,0.0,93.44,2024-07-09 15:21:04.753620,2024-07-15 15:21:04.753620,6,High_Value,In_App,Retention,Beauty,0.079,31188.99,46.3
1134,Acquisition_BOGO_1134,BOGO,0.0,0.0,2025-02-15 03:49:22.636697,2025-03-28 03:49:22.636697,41,High_Value,SMS,Acquisition,Electronics,0.118,29862.04,22.31
1135,Reactivation_Percentage_Discount_1135,Percentage_Discount,18.9,0.0,2024-07-20 11:28:39.641635,2024-08-07 11:28:39.641635,18,Low_Value,Email,Reactivation,Electronics,0.194,26211.54,27.31
1136,Retention_Fixed_Amount_1136,Fixed_Amount,32.31,0.0,2025-09-12 21:34:36.309979,2025-09-21 21:34:36.309979,9,All_Customers,Website_Banner,Retention,,0.249,11060.69,23.19
1137,Retention_Percentage_Discount_1137,Percentage_Discount,29.4,13.08,2024-12-19 07:16:12.706664,2025-01-05 07:16:12.706664,17,Low_Value,In_App,Retention,,0.11,6230.59,28.89
1138,Upsell_Percentage_Discount_1138,Percentage_Discount,7.9,30.0,2024-11-08 01:11:00.466480,2024-10-19 01:11:00.466480,20,High_Value,Email,Upsell,,0.24,33873.36,24.74
1139,Acquisition_Free_Shipping_1139,Free_Shipping,0.0,0.0,2025-09-01 07:12:23.174574,2025-09-24 07:12:23.174574,23,Medium_Value,Push,Acquisition,Sports,0.085,17442.03,26.95
1140,Cross_Sell_BOGO_1140,BOGO,0.0,83.06,2024-09-28 19:40:15.489588,2024-10-04 19:40:15.489588,6,High_Value,Email,Cross_Sell,Beauty,0.055,33414.26,9.83
1141,Upsell_Percentage_Discount_1141,Percentage_Discount,47.3,61.45,2025-02-28 21:00:56.421593,2025-03-17 21:00:56.421593,17,Lapsed,Social,Upsell,Home,0.089,38276.34,41.29
1142,Reactivation_Percentage_Discount_1142,Percentage_Discount,43.9,81.24,2024-10-12 08:25:01.228972,2024-11-05 08:25:01.228972,24,Medium_Value,In_App,Reactivation,,0.096,39430.02,26.14
1143,Acquisition_Free_Shipping_1143,Free_Shipping,0.0,,2024-12-24 08:32:12.675942,2025-02-20 08:32:12.675942,58,Medium_Value,Website_Banner,Acquisition,,0.164,16642.41,24.6
1144,Acquisition_Free_Shipping_1144,Free_Shipping,0.0,19.95,2024-09-30 12:13:10.796075,2024-10-31 12:13:10.796075,31,All_Customers,Push,Acquisition,Home,0.065,48261.02,43.29
1145,Cross_Sell_Free_Shipping_1145,Free_Shipping,0.0,0.0,2025-03-20 16:22:13.727766,2025-03-25 16:22:13.727766,5,All_Customers,Website_Banner,Cross_Sell,Books,0.236,11839.88,18.4
1146,Cross_Sell_Free_Shipping_1146,Free_Shipping,0.0,49.62,2024-12-02 17:02:55.009789,2024-12-14 17:02:55.009789,12,All_Customers,Push,Cross_Sell,Books,0.223,14651.1,29.8
1147,Acquisition_BOGO_1147,BOGO,0.0,0.0,2024-09-24 06:38:44.607549,2024-10-24 06:38:44.607549,30,New_Customer,Push,Acquisition,Clothing,0.07,5672.77,35.2
1148,Cross_Sell_Free_Shipping_1148,Free_Shipping,0.0,0.0,2025-05-05 17:52:17.782670,2025-05-24 17:52:17.782670,19,Low_Value,Social,Cross_Sell,,0.137,34855.46,41.64
1149,Upsell_Free_Shipping_1149,Free_Shipping,0.0,0.0,2024-10-08 12:00:40.034673,2024-10-18 12:00:40.034673,10,All_Customers,In_App,Upsell,Home,0.094,30080.04,44.21
1150,Acquisition_Percentage_Discount_1150,Percentage_Discount,38.8,9.64,2025-02-07 10:38:50.107290,2025-03-20 10:38:50.107290,41,All_Customers,SMS,Acquisition,,0.208,18002.53,23.7
1151,Upsell_Fixed_Amount_1151,Fixed_Amount,10.11,44.82,2025-06-09 14:51:50.092376,2025-06-23 14:51:50.092376,14,Medium_Value,Email,Upsell,Clothing,0.18,9848.2,36.52
1152,Acquisition_Fixed_Amount_1152,Fixed_Amount,28.87,25.88,2025-07-03 19:23:30.752548,2025-07-17 19:23:30.752548,14,All_Customers,Email,Acquisition,,0.106,39561.7,6.77
1153,Retention_Free_Shipping_1153,Free_Shipping,0.0,5.35,2025-09-08 16:43:39.179426,2025-09-24 16:43:39.179426,16,Lapsed,In_App,Retention,,0.208,2289.09,6.38
1154,Retention_BOGO_1154,BOGO,0.0,0.0,2024-09-15 20:48:18.112263,2024-09-19 20:48:18.112263,4,All_Customers,Push,Retention,,0.072,44437.02,33.08
1155,Reactivation_Free_Shipping_1155,Free_Shipping,0.0,0.0,2024-07-17 11:24:21.310366,2024-08-25 11:24:21.310366,39,High_Value,Email,Reactivation,,0.071,14947.77,6.2
1156,Upsell_Free_Shipping_1156,Free_Shipping,0.0,0.0,2025-04-17 00:41:17.452152,2025-04-30 00:41:17.452152,13,Low_Value,In_App,Upsell,Books,0.07,34493.4,22.92
1157,Reactivation_Free_Shipping_1157,Free_Shipping,0.0,68.83,2025-01-09 21:58:09.409281,2025-02-13 21:58:09.409281,35,High_Value,Push,Reactivation,Beauty,0.14,46526.66,29.1
1158,Cross_Sell_Free_Shipping_1158,Free_Shipping,0.0,43.82,2024-07-13 19:04:17.598869,2024-07-24 19:04:17.598869,11,Lapsed,Social,Cross_Sell,Books,0.239,32562.19,10.1
1159,Upsell_Free_Shipping_1159,Free_Shipping,0.0,23.4,2024-09-19 06:55:28.378110,2024-10-08 06:55:28.378110,19,Low_Value,SMS,Upsell,,0.213,7216.15,6.81
1160,Retention_Fixed_Amount_1160,Fixed_Amount,46.85,0.0,2024-11-21 00:53:45.425587,2024-12-10 00:53:45.425587,19,All_Customers,Push,Retention,,0.229,45211.37,30.89
1161,Acquisition_Fixed_Amount_1161,Fixed_Amount,86.97,62.42,2024-08-01 03:42:10.435573,2024-09-27 03:42:10.435573,57,Low_Value,Website_Banner,Acquisition,Clothing,0.101,5676.37,42.3
1162,Acquisition_BOGO_1162,BOGO,0.0,0.0,2025-03-27 00:56:19.660318,2025-04-15 00:56:19.660318,19,Lapsed,Push,Acquisition,Electronics,0.201,25711.25,15.12
1163,Retention_Percentage_Discount_1163,Percentage_Discount,28.9,0.0,2025-08-30 14:47:05.953262,2025-09-03 14:47:05.953262,4,All_Customers,SMS,Retention,,0.23,38131.07,45.62
1164,Reactivation_BOGO_1164,BOGO,0.0,0.0,2025-03-03 23:33:42.739719,2025-04-11 23:33:42.739719,39,Lapsed,Social,Reactivation,Home,0.139,45481.41,29.64
1165,Retention_Percentage_Discount_1165,Percentage_Discount,-5.0,99.94,2025-04-30 00:53:32.810420,2025-05-19 00:53:32.810420,19,All_Customers,Website_Banner,Retention,,0.175,29564.45,38.28
1166,Reactivation_Percentage_Discount_1166,Percentage_Discount,47.1,0.0,2025-02-10 16:07:28.128321,2025-03-19 16:07:28.128321,37,High_Value,Push,Reactivation,Electronics,0.213,16507.29,28.33
1167,Retention_BOGO_1167,BOGO,0.0,87.27,2025-07-16 19:36:24.082646,2025-07-25 19:36:24.082646,9,All_Customers,In_App,Retention,,0.076,40453.09,46.67
1168,Acquisition_Free_Shipping_1168,Free_Shipping,0.0,3.8,2024-10-24 15:06:55.730553,2024-11-16 15:06:55.730553,23,High_Value,Push,Acquisition,Sports,0.124,49282.75,19.71
1169,Cross_Sell_Percentage_Discount_1169,Percentage_Discount,22.9,0.0,2024-08-01 12:10:47.546604,2024-08-21 12:10:47.546604,20,All_Customers,SMS,Cross_Sell,Electronics,0.059,35514.06,9.51
1170,Reactivation_Percentage_Discount_1170,Percentage_Discount,40.5,27.82,2025-08-14 10:37:20.416114,2025-09-23 10:37:20.416114,40,Lapsed,Social,Reactivation,Beauty,0.079,22057.87,14.33
1171,Upsell_Percentage_Discount_1171,Percentage_Discount,7.6,0.0,2025-03-15 10:31:52.065253,2025-03-28 10:31:52.065253,13,Lapsed,SMS,Upsell,Books,0.141,7326.1,46.81
1172,Cross_Sell_BOGO_1172,BOGO,0.0,54.48,2024-11-23 12:19:54.643545,2024-12-03 12:19:54.643545,10,Low_Value,Website_Banner,Cross_Sell,,0.181,36465.16,46.01
1173,Upsell_BOGO_1173,BOGO,0.0,0.0,2025-06-10 17:53:39.615682,2025-06-19 17:53:39.615682,9,High_Value,Email,Upsell,,0.157,1549.42,9.85
1174,Reactivation_BOGO_1174,BOGO,0.0,57.76,2025-07-13 01:25:36.218415,2025-08-08 01:25:36.218415,26,Low_Value,In_App,Reactivation,,0.23,9202.9,6.05
1175,Retention_Free_Shipping_1175,Free_Shipping,0.0,0.0,2024-10-10 06:28:02.369815,2024-10-14 06:28:02.369815,4,High_Value,Push,Retention,Electronics,0.059,42002.99,37.47
1176,Acquisition_Free_Shipping_1176,Free_Shipping,0.0,83.16,2024-08-14 18:14:46.851734,2024-09-10 18:14:46.851734,27,Medium_Value,Website_Banner,Acquisition,Beauty,0.104,7644.02,31.84
1177,Retention_BOGO_1177,BOGO,0.0,37.28,2025-03-04 07:17:10.412140,2025-03-19 07:17:10.412140,15,Lapsed,Push,Retention,,0.236,11402.55,28.02
1178,Upsell_Fixed_Amount_1178,Fixed_Amount,97.67,0.0,2024-08-28 22:06:48.691764,2024-09-16 22:06:48.691764,19,Medium_Value,Email,Upsell,Beauty,0.067,3925.85,31.84
1179,Retention_BOGO_1179,BOGO,0.0,99.66,2025-06-15 03:11:49.338591,2025-06-18 03:11:49.338591,3,Medium_Value,Email,Retention,Electronics,0.232,23934.59,14.21
1180,Cross_Sell_Percentage_Discount_1180,Percentage_Discount,17.7,49.64,2024-07-29 03:22:24.745596,2024-08-10 03:22:24.745596,12,Low_Value,Push,Cross_Sell,Clothing,0.161,5549.45,37.26
1181,Upsell_Fixed_Amount_1181,Fixed_Amount,45.92,0.0,2025-04-17 14:04:25.875155,2025-04-24 14:04:25.875155,7,High_Value,Website_Banner,Upsell,,0.154,20832.19,10.71
1182,Retention_Free_Shipping_1182,Free_Shipping,0.0,0.0,2025-09-12 16:27:09.438163,2025-09-16 16:27:09.438163,4,All_Customers,Email,Retention,,0.197,48386.72,21.16
1183,Cross_Sell_BOGO_1183,BOGO,0.0,67.93,2024-12-28 21:48:11.246485,2025-01-01 21:48:11.246485,4,New_Customer,In_App,Cross_Sell,,0.058,8907.4,37.66
1184,Retention_BOGO_1184,BOGO,0.0,95.28,2025-02-13 19:41:15.785544,2025-03-05 19:41:15.785544,20,All_Customers,Push,Retention,Home,0.226,11202.0,5.63
1185,Cross_Sell_Fixed_Amount_1185,Fixed_Amount,14.07,,2025-02-05 23:23:04.361963,2025-02-15 23:23:04.361963,10,High_Value,Email,Cross_Sell,Home,0.083,20425.68,32.71
1186,Upsell_Percentage_Discount_1186,Percentage_Discount,48.1,0.0,2025-03-11 17:23:10.001100,2025-04-01 17:23:10.001100,21,Lapsed,Push,Upsell,,0.193,48541.92,23.55
1187,Cross_Sell_Free_Shipping_1187,Free_Shipping,0.0,0.78,2024-09-27 11:02:14.311593,2024-10-07 11:02:14.311593,10,New_Customer,Push,Cross_Sell,Sports,0.127,22055.28,10.72
1188,Acquisition_Percentage_Discount_1188,Percentage_Discount,20.1,49.99,2025-06-26 09:35:20.156487,2025-07-28 09:35:20.156487,32,Low_Value,SMS,Acquisition,,0.06,17400.16,44.44
1189,Reactivation_Fixed_Amount_1189,Fixed_Amount,83.93,17.04,2024-12-05 07:57:57.731329,2025-01-14 07:57:57.731329,40,Medium_Value,SMS,Reactivation,,0.056,22945.09,39.65
1190,Retention_Fixed_Amount_1190,Fixed_Amount,85.84,61.7,2025-03-22 19:58:32.861769,2025-04-12 19:58:32.861769,21,New_Customer,Website_Banner,Retention,,0.138,9628.7,16.25
1191,Acquisition_Fixed_Amount_1191,Fixed_Amount,78.37,7.66,2025-01-26 07:08:11.250145,2025-02-09 07:08:11.250145,14,New_Customer,In_App,Acquisition,,0.058,46870.69,19.32
1192,Retention_Percentage_Discount_1192,Percentage_Discount,40.8,3.48,2024-12-29 03:56:02.541150,2025-01-12 03:56:02.541150,14,New_Customer,Push,Retention,Clothing,0.133,24153.39,42.72
1193,Cross_Sell_Free_Shipping_1193,Free_Shipping,0.0,0.0,2024-07-15 16:16:04.300951,2024-07-30 16:16:04.300951,15,Low_Value,Social,Cross_Sell,,0.106,28542.83,17.57
1194,Reactivation_Fixed_Amount_1194,Fixed_Amount,42.39,48.35,2025-05-15 06:59:53.867933,2025-06-21 06:59:53.867933,37,High_Value,Social,Reactivation,,0.077,2015.7,16.12
1195,Acquisition_Fixed_Amount_1195,Fixed_Amount,50.06,95.51,2025-07-18 05:55:41.780332,2025-08-30 05:55:41.780332,43,Medium_Value,In_App,Acquisition,Beauty,0.059,27004.2,42.23
1196,Acquisition_BOGO_1196,BOGO,0.0,0.0,2025-03-17 01:21:28.124091,2025-04-02 01:21:28.124091,16,Lapsed,In_App,Acquisition,,0.058,45122.71,45.09
1197,Retention_Percentage_Discount_1197,Percentage_Discount,33.5,0.0,2025-04-19 15:34:00.747687,2025-04-29 15:34:00.747687,10,Lapsed,In_App,Retention,,0.156,28253.14,9.41
1198,Acquisition_Percentage_Discount_1198,Percentage_Discount,11.6,13.99,2025-08-06 19:09:12.390261,2025-09-30 19:09:12.390261,55,Lapsed,SMS,Acquisition,Electronics,0.183,7971.02,16.78
1199,Reactivation_Free_Shipping_1199,Free_Shipping,0.0,,2025-07-25 10:16:23.495015,2025-08-10 10:16:23.495015,16,Low_Value,Push,Reactivation,Clothing,0.128,29052.38,46.28
1200,Acquisition_Percentage_Discount_1200,Percentage_Discount,29.2,0.0,2025-06-06 04:21:27.713816,2025-07-17 04:21:27.713816,41,High_Value,Website_Banner,Acquisition,Electronics,0.063,1509.81,33.68
1201,Reactivation_Fixed_Amount_1201,Fixed_Amount,41.28,,2025-01-16 19:19:40.122459,2025-02-27 19:19:40.122459,42,All_Customers,Push,Reactivation,Clothing,0.208,6707.24,31.9
1202,Acquisition_Fixed_Amount_1202,Fixed_Amount,10.86,82.86,2024-12-10 19:57:59.184584,2024-11-13 19:57:59.184584,27,New_Customer,Website_Banner,Acquisition,,0.21,20851.56,8.02
1203,Retention_BOGO_1203,BOGO,0.0,0.0,2025-05-15 21:39:04.838964,2025-05-27 21:39:04.838964,12,New_Customer,SMS,Retention,,0.215,33040.68,17.38
1204,Retention_Fixed_Amount_1204,Fixed_Amount,97.09,49.98,2025-07-28 23:52:20.344047,2025-08-14 23:52:20.344047,17,Medium_Value,Email,Retention,,0.176,11482.67,17.42
1205,Reactivation_Free_Shipping_1205,Free_Shipping,0.0,28.27,2025-01-31 13:13:36.665887,2025-03-18 13:13:36.665887,46,All_Customers,SMS,Reactivation,Electronics,0.106,44701.24,47.64
1206,Upsell_Percentage_Discount_1206,Percentage_Discount,6.5,83.18,2025-03-18 15:07:16.872042,2025-03-21 15:07:16.872042,3,New_Customer,SMS,Upsell,,0.173,44473.29,43.35
1207,Acquisition_Fixed_Amount_1207,Fixed_Amount,44.29,0.0,2024-09-08 07:41:16.754600,2024-09-26 07:41:16.754600,18,Lapsed,In_App,Acquisition,,0.118,29665.04,20.66
1208,Retention_Percentage_Discount_1208,Percentage_Discount,43.0,0.0,2024-09-24 13:52:00.603729,2024-09-28 13:52:00.603729,4,High_Value,Website_Banner,Retention,,0.211,27888.98,22.33
1209,Cross_Sell_Free_Shipping_1209,Free_Shipping,0.0,3.74,2025-09-04 09:55:11.265778,2025-09-24 09:55:11.265778,20,New_Customer,Website_Banner,Cross_Sell,Beauty,0.095,27498.83,37.46
1210,Upsell_BOGO_1210,BOGO,0.0,63.34,2024-10-19 11:32:28.331322,2024-10-27 11:32:28.331322,8,Low_Value,Social,Upsell,,0.243,25400.02,27.83
1211,Retention_Percentage_Discount_1211,Percentage_Discount,30.9,,2025-09-21 17:00:35.764993,2025-09-25 17:00:35.764993,4,All_Customers,Push,Retention,,0.232,45293.7,39.5
1212,Reactivation_BOGO_1212,BOGO,0.0,0.0,2024-09-12 05:10:36.916167,2024-10-06 05:10:36.916167,24,Low_Value,Email,Reactivation,,0.092,15804.2,17.86
1213,Upsell_BOGO_1213,BOGO,0.0,75.48,2024-10-01 05:30:31.892588,2024-10-18 05:30:31.892588,17,New_Customer,In_App,Upsell,,0.144,48820.23,31.62
1214,Acquisition_BOGO_1214,BOGO,0.0,10.77,2025-05-09 18:02:35.742456,2025-07-01 18:02:35.742456,53,High_Value,Push,Acquisition,Sports,0.168,42166.41,29.06
1215,Reactivation_Free_Shipping_1215,Free_Shipping,0.0,26.7,2025-05-26 07:33:05.632650,2025-06-12 07:33:05.632650,17,New_Customer,Push,Reactivation,,0.084,36930.14,31.28
1216,Reactivation_Fixed_Amount_1216,Fixed_Amount,11.81,1.83,2025-01-22 13:30:52.404670,2025-03-11 13:30:52.404670,48,High_Value,In_App,Reactivation,Beauty,0.164,5801.07,34.42
1217,Cross_Sell_Percentage_Discount_1217,Percentage_Discount,17.2,7.96,2025-02-20 20:51:55.231451,2025-02-23 20:51:55.231451,3,Lapsed,Email,Cross_Sell,Clothing,0.181,31351.35,45.35
1218,Reactivation_BOGO_1218,BOGO,0.0,19.55,2025-05-31 21:01:16.825034,2025-07-18 21:01:16.825034,48,New_Customer,Push,Reactivation,Home,0.193,49564.8,28.14
1219,Cross_Sell_Free_Shipping_1219,Free_Shipping,0.0,89.89,2025-03-14 07:29:49.390356,2025-03-20 07:29:49.390356,6,High_Value,Website_Banner,Cross_Sell,Home,0.079,48564.05,10.86
1220,Cross_Sell_Percentage_Discount_1220,Percentage_Discount,-5.0,40.14,2025-08-24 19:48:16.398309,2025-08-29 19:48:16.398309,5,Low_Value,Email,Cross_Sell,,0.172,16291.54,48.85
1221,Reactivation_BOGO_1221,BOGO,0.0,0.0,2025-05-01 20:11:30.950178,2025-06-10 20:11:30.950178,40,All_Customers,SMS,Reactivation,,0.16,7784.06,34.67
1222,Retention_Percentage_Discount_1222,Percentage_Discount,35.4,18.36,2024-12-21 05:19:50.191496,2024-12-29 05:19:50.191496,8,All_Customers,Email,Retention,,0.237,33985.49,17.73
1223,Retention_Fixed_Amount_1223,Fixed_Amount,74.0,0.0,2025-03-07 23:57:13.028273,2025-03-17 23:57:13.028273,10,Medium_Value,SMS,Retention,Sports,0.199,45249.75,14.16
1224,Upsell_Free_Shipping_1224,Free_Shipping,0.0,54.5,2024-08-20 09:11:56.846221,2024-09-10 09:11:56.846221,21,High_Value,In_App,Upsell,Books,0.204,8574.22,15.2
1225,Reactivation_Percentage_Discount_1225,Percentage_Discount,48.4,0.0,2024-08-11 15:36:00.653556,2024-09-17 15:36:00.653556,37,Lapsed,SMS,Reactivation,,0.131,46457.17,24.28
1226,Acquisition_Free_Shipping_1226,Free_Shipping,0.0,6.66,2024-09-03 22:53:56.600379,2024-09-23 22:53:56.600379,20,Low_Value,In_App,Acquisition,Home,0.134,6577.58,15.26
1227,Acquisition_Fixed_Amount_1227,Fixed_Amount,27.56,25.18,2025-06-26 22:11:47.281839,2025-08-19 22:11:47.281839,54,Low_Value,Email,Acquisition,Beauty,0.236,42141.41,8.57
1228,Acquisition_Percentage_Discount_1228,Percentage_Discount,48.6,91.24,2024-11-28 04:41:35.957972,2024-11-11 04:41:35.957972,17,High_Value,Email,Acquisition,Home,0.106,28391.33,47.9
1229,Reactivation_Percentage_Discount_1229,Percentage_Discount,9.9,88.09,2024-11-07 16:14:37.661825,2024-12-07 16:14:37.661825,30,New_Customer,Website_Banner,Reactivation,Electronics,0.242,2142.75,46.34
1230,Upsell_Free_Shipping_1230,Free_Shipping,0.0,76.31,2025-03-12 07:28:50.223014,2025-03-31 07:28:50.223014,19,Medium_Value,Social,Upsell,Sports,0.143,47203.53,12.7
1231,Reactivation_BOGO_1231,BOGO,0.0,83.37,2025-03-07 08:05:44.507320,2025-04-12 08:05:44.507320,36,Medium_Value,In_App,Reactivation,,0.204,14474.17,36.93
1232,Acquisition_Free_Shipping_1232,Free_Shipping,0.0,0.0,2025-02-09 00:11:44.889142,2025-03-01 00:11:44.889142,20,Low_Value,SMS,Acquisition,Electronics,0.2,46300.11,37.06
1233,Acquisition_Percentage_Discount_1233,Percentage_Discount,29.5,12.78,2025-04-18 22:48:42.533521,2025-05-27 22:48:42.533521,39,New_Customer,Email,Acquisition,,0.109,16580.02,7.31
1234,Reactivation_BOGO_1234,BOGO,0.0,13.29,2025-02-18 20:49:48.477525,2025-03-25 20:49:48.477525,35,All_Customers,Email,Reactivation,Books,0.065,43576.75,22.31
1235,Cross_Sell_Free_Shipping_1235,Free_Shipping,0.0,,2025-04-10 11:58:40.186784,2025-04-18 11:58:40.186784,8,New_Customer,Social,Cross_Sell,,0.155,19692.83,37.31
1236,Reactivation_Fixed_Amount_1236,Fixed_Amount,27.73,93.93,2024-11-21 22:59:27.693363,2024-12-21 22:59:27.693363,30,Low_Value,Website_Banner,Reactivation,,0.065,43712.02,8.21
1237,Retention_Percentage_Discount_1237,Percentage_Discount,38.8,79.55,2025-05-05 14:16:11.394319,2025-05-26 14:16:11.394319,21,All_Customers,Push,Retention,,0.084,14579.98,9.86
1238,Reactivation_Fixed_Amount_1238,Fixed_Amount,81.56,0.0,2025-02-08 01:30:17.777628,2025-03-31 01:30:17.777628,51,Lapsed,Website_Banner,Reactivation,,0.176,43254.12,24.56
1239,Reactivation_Fixed_Amount_1239,Fixed_Amount,38.77,95.31,2024-09-11 12:37:32.018004,2024-10-16 12:37:32.018004,35,Medium_Value,Website_Banner,Reactivation,,0.169,38985.54,37.1
1240,Retention_BOGO_1240,BOGO,0.0,64.69,2025-03-07 08:41:58.899564,2025-03-13 08:41:58.899564,6,New_Customer,SMS,Retention,Home,0.095,32106.3,41.1
1241,Upsell_BOGO_1241,BOGO,0.0,0.0,2025-07-04 08:09:53.646762,2025-07-10 08:09:53.646762,6,Low_Value,Push,Upsell,Clothing,0.174,32057.55,27.6
1242,Retention_Fixed_Amount_1242,Fixed_Amount,30.13,94.26,2025-09-15 03:48:41.309216,2025-09-25 03:48:41.309216,10,Lapsed,Website_Banner,Retention,,0.177,17628.89,42.26
1243,Cross_Sell_Fixed_Amount_1243,Fixed_Amount,7.02,94.76,2024-07-27 12:25:44.616238,2024-08-03 12:25:44.616238,7,All_Customers,Website_Banner,Cross_Sell,Clothing,0.23,21052.16,32.07
1244,Cross_Sell_Percentage_Discount_1244,Percentage_Discount,49.2,0.0,2024-09-05 10:37:47.381867,2024-09-17 10:37:47.381867,12,Medium_Value,Email,Cross_Sell,Books,0.106,6533.87,29.02
1245,Retention_Fixed_Amount_1245,Fixed_Amount,79.27,0.0,2024-07-05 04:42:09.501248,2024-07-21 04:42:09.501248,16,High_Value,Push,Retention,,0.241,30939.93,32.38
1246,Retention_Free_Shipping_1246,Free_Shipping,0.0,,2025-02-12 03:32:26.988362,2025-02-17 03:32:26.988362,5,Medium_Value,In_App,Retention,,0.068,37931.1,24.09
1247,Reactivation_BOGO_1247,BOGO,0.0,,2024-08-17 23:06:35.991415,2024-09-07 23:06:35.991415,21,Medium_Value,Social,Reactivation,Beauty,0.201,4915.95,30.75
1248,Acquisition_BOGO_1248,BOGO,0.0,71.17,2024-12-20 19:49:49.035656,2025-01-20 19:49:49.035656,31,Low_Value,In_App,Acquisition,Clothing,0.088,49914.36,33.15
1249,Cross_Sell_Fixed_Amount_1249,Fixed_Amount,38.0,0.0,2024-07-10 02:17:01.758301,2024-07-25 02:17:01.758301,15,Medium_Value,Social,Cross_Sell,Clothing,0.139,33072.24,9.32
1250,Cross_Sell_BOGO_1250,BOGO,0.0,0.0,2025-08-12 22:40:42.847125,2025-09-01 22:40:42.847125,20,New_Customer,SMS,Cross_Sell,Beauty,0.24,25049.13,39.59
1251,Acquisition_BOGO_1251,BOGO,0.0,0.0,2025-02-03 21:43:43.801939,2025-03-23 21:43:43.801939,48,High_Value,In_App,Acquisition,Beauty,0.126,16619.48,37.6
1252,Retention_BOGO_1252,BOGO,0.0,0.0,2024-10-24 01:18:37.385307,2024-10-27 01:18:37.385307,3,New_Customer,SMS,Retention,,0.204,29043.79,24.42
1253,Acquisition_Percentage_Discount_1253,Percentage_Discount,12.6,89.06,2025-07-07 01:36:18.171623,2025-08-31 01:36:18.171623,55,New_Customer,SMS,Acquisition,Sports,0.138,37007.1,25.42
1254,Upsell_Fixed_Amount_1254,Fixed_Amount,53.67,83.76,2025-06-12 23:20:28.868292,2025-06-27 23:20:28.868292,15,All_Customers,SMS,Upsell,,0.207,20011.83,38.05
1255,Upsell_Percentage_Discount_1255,Percentage_Discount,36.9,83.7,2025-06-30 05:47:41.907881,2025-07-21 05:47:41.907881,21,All_Customers,Social,Upsell,Sports,0.212,4289.01,44.77
1256,Reactivation_Percentage_Discount_1256,Percentage_Discount,42.6,0.0,2025-07-11 04:21:33.882011,2025-08-17 04:21:33.882011,37,High_Value,In_App,Reactivation,,0.061,4164.83,27.42
1257,Upsell_Fixed_Amount_1257,Fixed_Amount,22.55,43.11,2025-01-03 15:10:44.660020,2025-01-21 15:10:44.660020,18,All_Customers,Email,Upsell,,0.071,42931.0,6.07
1258,Cross_Sell_Percentage_Discount_1258,Percentage_Discount,30.1,0.0,2024-09-09 21:01:20.134247,2024-09-14 21:01:20.134247,5,New_Customer,In_App,Cross_Sell,Books,0.083,26425.98,21.81
1259,Acquisition_Fixed_Amount_1259,Fixed_Amount,92.48,29.4,2025-04-25 23:06:27.252254,2025-06-17 23:06:27.252254,53,Medium_Value,Push,Acquisition,Clothing,0.153,28933.07,8.36
1260,Retention_BOGO_1260,BOGO,0.0,54.13,2025-05-26 14:41:38.860591,2025-06-06 14:41:38.860591,11,Lapsed,Website_Banner,Retention,Beauty,0.179,13976.02,9.57
1261,Reactivation_Fixed_Amount_1261,Fixed_Amount,15.62,32.15,2024-12-06 12:34:33.659579,2025-01-27 12:34:33.659579,52,Medium_Value,Email,Reactivation,,0.055,43367.75,38.64
1262,Acquisition_BOGO_1262,BOGO,0.0,0.0,2024-10-24 09:47:20.396433,2024-12-23 09:47:20.396433,60,Low_Value,Social,Acquisition,Clothing,0.132,33323.34,49.22
1263,Reactivation_Free_Shipping_1263,Free_Shipping,0.0,0.0,2024-08-25 15:48:25.115767,2024-09-20 15:48:25.115767,26,Medium_Value,Website_Banner,Reactivation,,0.245,14669.06,34.8
1264,Acquisition_Percentage_Discount_1264,Percentage_Discount,20.1,0.0,2024-11-26 02:42:32.333072,2024-12-11 02:42:32.333072,15,High_Value,Email,Acquisition,Home,0.077,1227.62,6.45
1265,Reactivation_Percentage_Discount_1265,Percentage_Discount,19.4,0.0,2024-11-17 18:31:42.220250,2025-01-01 18:31:42.220250,45,Low_Value,Email,Reactivation,,0.093,4762.35,23.88
